,class1,class2,gender,noun,nounclass,predicate1,predicate2,response,slide_number,language,enjoyment,asses,age,education,comments,prolific,Browser,OS,screenH,screenW,time_in_minutes,participant_id
3,size,color,Female,fan,furniture,small,yellow,0.93,6,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
4,age,color,Female,apple,food,fresh,blue,0.54,7,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
5,color,texture,Female,chair,furniture,green,soft,0.96,8,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
6,texture,quality,Female,TV,furniture,hard,broken,0.98,9,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
7,size,color,Female,apple,food,short,purple,0.55,10,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
8,shape,texture,Female,tomato,food,square,hard,0.06,11,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
9,color,quality,Female,chair,furniture,yellow,good,0.06,12,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
10,color,age,Female,chair,furniture,yellow,fresh,0.55,13,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
11,size,color,Female,cheese,food,long,brown,0.51,14,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
12,size,age,Female,cheese,food,long,rotten,0.97,15,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
13,size,color,Female,couch,furniture,big,brown,0.99,16,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
14,texture,material,Female,carrot,food,hard,metal,0.55,17,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
15,material,texture,Female,apple,food,metal,smooth,0.55,18,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
16,material,size,Female,banana,food,plastic,long,0.51,19,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
17,color,texture,Female,tomato,food,yellow,soft,0.05,20,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
18,quality,size,Female,cheese,food,broken,short,0.05,21,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
19,age,color,Female,fan,furniture,rotten,blue,0.55,22,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
20,material,size,Female,carrot,food,metal,long,0.54,23,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
21,size,texture,Female,banana,food,big,hard,1.0,24,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
22,texture,shape,Female,apple,food,smooth,round,0.98,25,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
23,size,shape,Female,cheese,food,long,round,0.07,26,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
24,color,texture,Female,apple,food,purple,soft,0.51,27,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
25,texture,material,Female,chair,furniture,smooth,wooden,0.01,28,Ελληνική ,2,Yes,19,0,Πολύ ωραίο πείραμα!! ,5d84dcd73b2e8e0016b40450,Chrome,Linux,640,360,6.481333333333334,33
0,material,size,Male,fan,furniture,wooden,tiny,0.59,3,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
1,material,texture,Male,apple,food,plastic,smooth,0.22,4,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
2,quality,color,Male,fan,furniture,broken,yellow,0.86,5,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
3,size,age,Male,apple,food,short,fresh,0.11,6,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
4,color,material,Male,chair,furniture,purple,plastic,0.62,7,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
5,color,material,Male,fan,furniture,green,wooden,0.61,8,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
6,quality,size,Male,apple,food,broken,long,0.49,9,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
7,shape,color,Male,desk,furniture,square,yellow,0.13,10,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
8,size,shape,Male,cheese,food,small,square,0.83,11,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
9,size,color,Male,desk,furniture,big,purple,0.83,12,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
10,material,color,Male,tomato,food,metal,red,0.25,13,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
11,age,material,Male,cheese,food,new,plastic,0.74,14,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
12,age,size,Male,carrot,food,old,small,0.9,15,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
13,age,material,Male,banana,food,fresh,plastic,0.73,16,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
14,color,texture,Male,cheese,food,yellow,hard,0.04,17,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
15,texture,quality,Male,tomato,food,soft,broken,0.36,18,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
16,quality,shape,Male,desk,furniture,good,square,0.84,19,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
17,age,shape,Male,cheese,food,rotten,round,0.73,20,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
18,texture,material,Male,cheese,food,soft,metal,1.0,21,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
19,quality,age,Male,banana,food,broken,rotten,0.49,22,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
20,material,shape,Male,couch,furniture,wooden,round,0.5,23,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
21,texture,size,Male,tomato,food,hard,long,0.55,24,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
22,color,age,Male,apple,food,purple,rotten,0.51,25,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
23,color,age,Male,tomato,food,yellow,rotten,0.23,26,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
24,texture,material,Male,carrot,food,hard,plastic,0.83,27,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
25,texture,color,Male,couch,furniture,hard,purple,0.66,28,Ελληνικά,1,Yes,25,2,Φαντάζομαι το καταλαβένετε-είναι έτσι επίτηδες αλλά κάποιες περιγραφές έβρισκα πως δεν βγάζουν πολύ νόημα και μου φαίνονται εξίσου κακές ανεξάρτητα από την σειρά που εμφανίζονται τα επίθετα,5c6ed5ea21a3560001bd3758,Firefox,Windows,768,1366,7.180883333333333,34
0,color,material,Male,cheese,food,purple,plastic,0.02,3,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
1,age,shape,Male,fan,furniture,rotten,round,0.98,4,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
2,color,size,Male,banana,food,yellow,big,0.0,5,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
3,age,size,Male,chair,furniture,old,big,0.96,6,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
4,texture,age,Male,carrot,food,hard,new,0.98,7,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
5,shape,color,Male,apple,food,square,yellow,0.0,8,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
6,age,texture,Male,banana,food,fresh,hard,0.98,9,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
7,color,size,Male,apple,food,yellow,big,0.04,10,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
8,size,material,Male,TV,furniture,big,plastic,0.98,11,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
9,shape,size,Male,chair,furniture,round,short,0.98,12,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
10,color,quality,Male,TV,furniture,green,broken,0.01,13,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
11,size,age,Male,tomato,food,tiny,fresh,0.97,14,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
12,color,texture,Male,desk,furniture,red,hard,0.99,15,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
13,size,texture,Male,fan,furniture,tiny,soft,0.97,16,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
14,shape,color,Male,TV,furniture,square,purple,0.97,17,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
15,shape,texture,Male,banana,food,round,smooth,0.04,18,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
16,color,material,Male,couch,furniture,green,wooden,0.02,19,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
17,shape,size,Male,chair,furniture,square,small,0.03,20,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
18,size,texture,Male,carrot,food,long,smooth,0.06,21,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
19,color,texture,Male,tomato,food,brown,hard,0.04,22,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
20,material,color,Male,cheese,food,plastic,purple,0.0,23,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
21,material,size,Male,banana,food,metal,long,0.02,24,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
22,shape,material,Male,carrot,food,round,plastic,0.01,25,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
23,shape,texture,Male,tomato,food,square,soft,0.04,26,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
24,age,shape,Male,fan,furniture,fresh,round,0.05,27,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
25,shape,material,Male,desk,furniture,round,metal,0.96,28,Ελληνικά,2,Yes,54,0,Είναι πολύ έξυπνο υπάρχουν άνθρωποι που μιλούν με διαφορετική σειρά τις λέξεις θα είχε ενδιαφέρον το αποτέλεσμα,5cb10888e25ee40018e49d48,Chrome,Windows,900,1600,6.436116666666667,35
0,color,material,Female,TV,furniture,blue,wooden,0.85,3,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
1,color,quality,Female,carrot,food,yellow,good,0.2,4,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
2,color,quality,Female,banana,food,yellow,good,0.91,5,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
3,color,age,Female,banana,food,green,old,0.91,6,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
4,size,age,Female,tomato,food,long,new,0.06,7,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
5,color,size,Female,fan,furniture,red,tiny,0.05,8,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
6,size,texture,Female,fan,furniture,long,hard,0.13,9,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
7,texture,age,Female,TV,furniture,hard,rotten,0.16,10,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
8,shape,texture,Female,carrot,food,round,smooth,0.93,11,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
9,age,color,Female,cheese,food,rotten,purple,0.98,12,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
10,texture,color,Female,tomato,food,soft,yellow,0.79,13,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
11,color,age,Female,couch,furniture,brown,new,0.13,14,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
12,age,material,Female,banana,food,rotten,wooden,0.78,15,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
13,texture,age,Female,tomato,food,hard,new,0.15,16,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
14,size,texture,Female,couch,furniture,small,smooth,0.86,17,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
15,texture,color,Female,desk,furniture,smooth,brown,0.83,18,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
16,material,size,Female,fan,furniture,metal,long,0.17,19,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
17,age,size,Female,banana,food,rotten,tiny,0.83,20,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
18,size,color,Female,banana,food,big,purple,0.96,21,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
19,color,size,Female,cheese,food,brown,big,0.06,22,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
